State,Filed_week_ended,Initial_Claims,Reflecting_Week_Ended,Continued_Claims,Covered_Employment,Insured_Unemployment_Rate
Colorado,8/3/19,"1,512",7/27/19,"17,233","2,620,560",0.66
Colorado,8/10/19,"1,542",8/3/19,"16,862","2,620,560",0.64
Colorado,8/17/19,"1,471",8/10/19,"16,765","2,620,560",0.64
Colorado,8/24/19,"1,486",8/17/19,"16,298","2,620,560",0.62
Colorado,8/31/19,"1,510",8/24/19,"15,947","2,620,560",0.61
Colorado,9/7/19,"1,465",8/31/19,"15,460","2,620,560",0.59
Colorado,9/14/19,"1,467",9/7/19,"15,597","2,620,560",0.6
Colorado,9/21/19,"1,418",9/14/19,"15,379","2,620,560",0.59
Colorado,9/28/19,"1,429",9/21/19,"15,283","2,620,560",0.58
Colorado,10/5/19,"1,967",9/28/19,"15,426","2,620,560",0.59
Colorado,10/12/19,"2,002",10/5/19,"14,966","2,635,231",0.57
Colorado,10/19/19,"1,879",10/12/19,"15,647","2,635,231",0.59
Colorado,10/26/19,"1,849",10/19/19,"16,182","2,635,231",0.61
Colorado,11/2/19,"3,112",10/26/19,"16,374","2,635,231",0.62
Colorado,11/9/19,"2,318",11/2/19,"16,845","2,635,231",0.64
Colorado,11/16/19,"2,141",11/9/19,"17,887","2,635,231",0.68
Colorado,11/23/19,"2,302",11/16/19,"17,971","2,635,231",0.68
Colorado,11/30/19,"1,910",11/23/19,"17,224","2,635,231",0.65
Colorado,12/7/19,"3,162",11/30/19,"19,664","2,635,231",0.75
Colorado,12/14/19,"2,279",12/7/19,"19,433","2,635,231",0.74
Colorado,12/21/19,"2,360",12/14/19,"19,837","2,635,231",0.75
Colorado,12/28/19,"1,723",12/21/19,"18,779","2,635,231",0.71
Colorado,1/4/20,"2,431",12/28/19,"21,391","2,635,231",0.81
Colorado,1/11/20,"3,001",1/4/20,"21,492","2,650,335",0.81
Colorado,1/18/20,"2,522",1/11/20,"21,104","2,650,335",0.8
Colorado,1/25/20,"2,164",1/18/20,"22,738","2,650,335",0.86
Colorado,2/1/20,"2,049",1/25/20,"21,560","2,650,335",0.81
Colorado,2/8/20,"2,482",2/1/20,"22,881","2,650,335",0.86
Colorado,2/15/20,"2,209",2/8/20,"22,076","2,650,335",0.83
Colorado,2/22/20,"1,862",2/15/20,"23,694","2,650,335",0.89
Colorado,2/29/20,"1,681",2/22/20,"22,409","2,650,335",0.85
Colorado,3/7/20,"1,865",2/29/20,"22,908","2,650,335",0.86
Colorado,3/14/20,"2,321",3/7/20,"21,260","2,650,335",0.8
Colorado,3/21/20,"19,774",3/14/20,"21,309","2,650,335",0.8
Colorado,3/28/20,"61,838",3/21/20,"21,956","2,650,335",0.83
Colorado,4/4/20,"46,326",3/28/20,"73,584","2,650,335",2.78
Colorado,4/11/20,"104,572",4/4/20,"166,593","2,666,358",6.25
Colorado,4/18/20,"67,639",4/11/20,"171,434","2,666,358",6.43
Colorado,4/25/20,"38,662",4/18/20,"228,713","2,666,358",8.58
Colorado,5/2/20,"28,360",4/25/20,"228,683","2,666,358",8.58
Colorado,5/9/20,"22,732",5/2/20,"261,951","2,666,358",9.82
Connecticut,1/5/19,"8,684",12/29/18,"47,573","1,651,735",2.88
Connecticut,1/12/19,"5,598",1/5/19,"43,943","1,652,078",2.66
Connecticut,1/19/19,"3,652",1/12/19,"41,626","1,652,078",2.52
Connecticut,1/26/19,"3,140",1/19/19,"41,248","1,652,078",2.5
Connecticut,2/2/19,"2,906",1/26/19,"41,734","1,652,078",2.53
Connecticut,2/9/19,"2,918",2/2/19,"41,616","1,652,078",2.52
Connecticut,2/16/19,"2,296",2/9/19,"40,134","1,652,078",2.43
Connecticut,2/23/19,"3,239",2/16/19,"42,137","1,652,078",2.55
Connecticut,3/2/19,"2,487",2/23/19,"42,912","1,652,078",2.6
Connecticut,3/9/19,"2,703",3/2/19,"41,203","1,652,078",2.49
Connecticut,3/16/19,"2,821",3/9/19,"41,068","1,652,078",2.49
Connecticut,3/23/19,"2,508",3/16/19,"41,127","1,652,078",2.49
Connecticut,3/30/19,"1,962",3/23/19,"39,190","1,652,078",2.37
Connecticut,4/6/19,"2,329",3/30/19,"36,092","1,652,078",2.18
Connecticut,4/13/19,"3,454",4/6/19,"33,500","1,653,688",2.03
Connecticut,4/20/19,"7,462",4/13/19,"34,116","1,653,688",2.06
Connecticut,4/27/19,"5,685",4/20/19,"39,410","1,653,688",2.38
Connecticut,5/4/19,"2,477",4/27/19,"30,858","1,653,688",1.87
Connecticut,5/11/19,"2,150",5/4/19,"28,954","1,653,688",1.75
Connecticut,5/18/19,"2,582",5/11/19,"28,585","1,653,688",1.73
Connecticut,5/25/19,"2,692",5/18/19,"28,460","1,653,688",1.72
Connecticut,6/1/19,"2,124",5/25/19,"28,471","1,653,688",1.72
Connecticut,6/8/19,"2,517",6/1/19,"28,844","1,653,688",1.74
Connecticut,6/15/19,"3,080",6/8/19,"28,474","1,653,688",1.72
Connecticut,6/22/19,"6,799",6/15/19,"29,791","1,653,688",1.8
Connecticut,6/29/19,"5,107",6/22/19,"35,091","1,653,688",2.12
Connecticut,7/6/19,"3,551",6/29/19,"35,681","1,653,688",2.16
Connecticut,7/13/19,"3,255",7/6/19,"36,920","1,655,693",2.23
Connecticut,7/20/19,"2,603",7/13/19,"35,937","1,655,693",2.17
Connecticut,7/27/19,"2,189",7/20/19,"35,703","1,655,693",2.16
Connecticut,8/3/19,"2,662",7/27/19,"35,284","1,655,693",2.13
Connecticut,8/10/19,"3,063",8/3/19,"35,413","1,655,693",2.14
Connecticut,8/17/19,"2,712",8/10/19,"36,063","1,655,693",2.18
Connecticut,8/24/19,"2,523",8/17/19,"36,200","1,655,693",2.19
Connecticut,8/31/19,"2,206",8/24/19,"35,463","1,655,693",2.14
Connecticut,9/7/19,"2,147",8/31/19,"30,219","1,655,693",1.83
Connecticut,9/14/19,"2,497",9/7/19,"26,822","1,655,693",1.62
Connecticut,9/21/19,"2,248",9/14/19,"26,123","1,655,693",1.58
Connecticut,9/28/19,"2,030",9/21/19,"25,657","1,655,693",1.55
Connecticut,10/5/19,"2,308",9/28/19,"25,387","1,655,693",1.53
Connecticut,10/12/19,"2,531",10/5/19,"25,169","1,655,540",1.52
Connecticut,10/19/19,"2,237",10/12/19,"25,285","1,655,540",1.53
Connecticut,10/26/19,"2,285",10/19/19,"25,664","1,655,540",1.55
Connecticut,11/2/19,"2,524",10/26/19,"25,411","1,655,540",1.53
Connecticut,11/9/19,"2,859",11/2/19,"25,872","1,655,540",1.56
Connecticut,11/16/19,"2,630",11/9/19,"26,231","1,655,540",1.58
Connecticut,11/23/19,"3,152",11/16/19,"27,060","1,655,540",1.63
Connecticut,11/30/19,"3,469",11/23/19,"27,542","1,655,540",1.66
Connecticut,12/7/19,"4,291",11/30/19,"30,183","1,655,540",1.82
Connecticut,12/14/19,"4,343",12/7/19,"31,040","1,655,540",1.87
Connecticut,12/21/19,"5,058",12/14/19,"33,146","1,655,540",2
Connecticut,12/28/19,"4,684",12/21/19,"36,677","1,655,540",2.22
Connecticut,1/4/20,"7,852",12/28/19,"46,562","1,655,540",2.81
Connecticut,1/11/20,"5,986",1/4/20,"47,540","1,654,391",2.87
Connecticut,1/18/20,"3,776",1/11/20,"42,483","1,654,391",2.57
Connecticut,1/25/20,"2,949",1/18/20,"41,760","1,654,391",2.52
Connecticut,2/1/20,"2,994",1/25/20,"41,725","1,654,391",2.52
Connecticut,2/8/20,"2,944",2/1/20,"41,633","1,654,391",2.52
Connecticut,2/15/20,"2,520",2/8/20,"39,384","1,654,391",2.38
Connecticut,2/22/20,"2,435",2/15/20,"41,691","1,654,391",2.52
Connecticut,2/29/20,"2,843",2/22/20,"42,168","1,654,391",2.55
Connecticut,3/7/20,"2,527",2/29/20,"40,638","1,654,391",2.46
Connecticut,3/14/20,"3,440",3/7/20,"39,786","1,654,391",2.4
Connecticut,3/21/20,"25,100",3/14/20,"44,194","1,654,391",2.67
Connecticut,3/28/20,"33,227",3/21/20,"80,861","1,654,391",4.89
Connecticut,4/4/20,"33,464",3/28/20,"147,939","1,654,391",8.94
Connecticut,4/11/20,"34,050",4/4/20,"189,196","1,653,302",11.44
Connecticut,4/18/20,"102,808",4/11/20,"306,047","1,653,302",18.51
Connecticut,4/25/20,"33,041",4/18/20,"309,111","1,653,302",18.7
Connecticut,5/2/20,"36,138",4/25/20,"297,549","1,653,302",18
Connecticut,5/9/20,"30,046",5/2/20,"319,529","1,653,302",19.33
Delaware,1/5/19,991,12/29/18,"7,142","436,213",1.64
Delaware,1/12/19,"1,064",1/5/19,"6,507","437,143",1.49
Delaware,1/19/19,891,1/12/19,"6,114","437,143",1.4
Delaware,1/26/19,677,1/19/19,"6,209","437,143",1.42
Delaware,2/2/19,728,1/26/19,"7,157","437,143",1.64
Delaware,2/9/19,584,2/2/19,"6,430","437,143",1.47
Delaware,2/16/19,544,2/9/19,"6,278","437,143",1.44
Delaware,2/23/19,494,2/16/19,"6,232","437,143",1.43
Delaware,3/2/19,521,2/23/19,"7,259","437,143",1.66
Delaware,3/9/19,513,3/2/19,"5,961","437,143",1.36
Delaware,3/16/19,460,3/9/19,"5,735","437,143",1.31
Delaware,3/23/19,460,3/16/19,"5,403","437,143",1.24
Delaware,3/30/19,425,3/23/19,"5,949","437,143",1.36
Delaware,4/6/19,470,3/30/19,"4,815","437,143",1.1
Delaware,4/13/19,482,4/6/19,"4,520","438,948",1.03
Delaware,4/20/19,353,4/13/19,"4,270","438,948",0.97
Delaware,4/27/19,"1,135",4/20/19,"4,120","438,948",0.94
Delaware,5/4/19,489,4/27/19,"5,327","438,948",1.21
Delaware,5/11/19,566,5/4/19,"3,832","438,948",0.87
Delaware,5/18/19,427,5/11/19,"3,873","438,948",0.88
Delaware,5/25/19,397,5/18/19,"3,849","438,948",0.88
Delaware,6/1/19,390,5/25/19,"4,491","438,948",1.02
Delaware,6/8/19,670,6/1/19,"3,816","438,948",0.87
Delaware,6/15/19,"1,112",6/8/19,"3,991","438,948",0.91
Delaware,6/22/19,886,6/15/19,"4,714","438,948",1.07
Delaware,6/29/19,650,6/22/19,"5,647","438,948",1.29
Delaware,7/6/19,529,6/29/19,"4,973","438,948",1.13
Delaware,7/13/19,665,7/6/19,"5,213","440,192",1.18
Delaware,7/20/19,532,7/13/19,"5,260","440,192",1.19
Delaware,7/27/19,491,7/20/19,"5,224","440,192",1.19
Delaware,8/3/19,459,7/27/19,"5,595","440,192",1.27
Delaware,8/10/19,481,8/3/19,"5,253","440,192",1.19
Delaware,8/17/19,467,8/10/19,"5,272","440,192",1.2
Delaware,8/24/19,435,8/17/19,"5,239","440,192",1.19
Delaware,8/31/19,445,8/24/19,"5,640","440,192",1.28
Delaware,9/7/19,427,8/31/19,"4,271","440,192",0.97
Delaware,9/14/19,460,9/7/19,"3,834","440,192",0.87
Delaware,9/21/19,438,9/14/19,"3,734","440,192",0.85
Delaware,9/28/19,491,9/21/19,"3,714","440,192",0.84
Delaware,10/5/19,460,9/28/19,"3,991","440,192",0.91
Delaware,10/12/19,550,10/5/19,"3,724","441,663",0.84
Delaware,10/19/19,525,10/12/19,"3,783","441,663",0.86
Delaware,10/26/19,567,10/19/19,"3,911","441,663",0.89
Delaware,11/2/19,560,10/26/19,"4,269","441,663",0.97
Delaware,11/9/19,627,11/2/19,"4,081","441,663",0.92
Delaware,11/16/19,612,11/9/19,"4,096","441,663",0.93
Delaware,11/23/19,594,11/16/19,"4,362","441,663",0.99
Delaware,11/30/19,673,11/23/19,"4,790","441,663",1.08
Delaware,12/7/19,"1,099",11/30/19,"5,148","441,663",1.17
Delaware,12/14/19,765,12/7/19,"4,549","441,663",1.03
Delaware,12/21/19,902,12/14/19,"4,836","441,663",1.09
Delaware,12/28/19,"1,439",12/21/19,"4,956","441,663",1.12
Delaware,1/4/20,875,12/28/19,"6,881","441,663",1.56
Delaware,1/11/20,"1,107",1/4/20,"7,083","443,288",1.6
Delaware,1/18/20,830,1/11/20,"5,967","443,288",1.35
Delaware,1/25/20,674,1/18/20,"5,703","443,288",1.29
Delaware,2/1/20,622,1/25/20,"6,830","443,288",1.54
Delaware,2/8/20,608,2/1/20,"5,888","443,288",1.33
Delaware,2/15/20,610,2/8/20,"5,917","443,288",1.33
Delaware,2/22/20,632,2/15/20,"5,921","443,288",1.34
Delaware,2/29/20,524,2/22/20,"6,742","443,288",1.52
Delaware,3/7/20,518,2/29/20,"5,480","443,288",1.24
Delaware,3/14/20,472,3/7/20,"5,310","443,288",1.2
Delaware,3/21/20,"10,776",3/14/20,"5,297","443,288",1.19
Delaware,3/28/20,"19,137",3/21/20,"11,506","443,288",2.6
Delaware,4/4/20,"18,851",3/28/20,"19,442","443,288",4.39
Delaware,4/11/20,"13,258",4/4/20,"29,577","445,741",6.64
Delaware,4/18/20,"9,446",4/11/20,"38,451","445,741",8.63
Delaware,4/25/20,"7,947",4/18/20,"44,977","445,741",10.09
Delaware,5/2/20,"6,297",4/25/20,"52,501","445,741",11.78
Delaware,5/9/20,"5,197",5/2/20,"50,205","445,741",11.26
District of Columbia,1/5/19,"1,190",12/29/18,"8,150","567,976",1.43
District of Columbia,1/12/19,"1,964",1/5/19,"8,619","570,675",1.51
District of Columbia,1/19/19,"1,193",1/12/19,"9,764","570,675",1.71
District of Columbia,1/26/19,904,1/19/19,"10,057","570,675",1.76
District of Columbia,2/2/19,597,1/26/19,"9,836","570,675",1.72
District of Columbia,2/9/19,509,2/2/19,"8,650","570,675",1.52
District of Columbia,2/16/19,436,2/9/19,"8,126","570,675",1.42
District of Columbia,2/23/19,376,2/16/19,"7,816","570,675",1.37
District of Columbia,3/2/19,399,2/23/19,"7,778","570,675",1.36
District of Columbia,3/9/19,406,3/2/19,"7,429","570,675",1.3
District of Columbia,3/16/19,430,3/9/19,"7,259","570,675",1.27
District of Columbia,3/23/19,388,3/16/19,"7,237","570,675",1.27
District of Columbia,3/30/19,379,3/23/19,"7,017","570,675",1.23
District of Columbia,4/6/19,439,3/30/19,"6,753","570,675",1.18
District of Columbia,4/13/19,419,4/6/19,"6,715","572,997",1.17
District of Columbia,4/20/19,409,4/13/19,"6,625","572,997",1.16
District of Columbia,4/27/19,393,4/20/19,"6,643","572,997",1.16
District of Columbia,5/4/19,424,4/27/19,"6,570","572,997",1.15
District of Columbia,5/11/19,396,5/4/19,"6,306","572,997",1.1
District of Columbia,5/18/19,500,5/11/19,"6,316","572,997",1.1
District of Columbia,5/25/19,452,5/18/19,"6,228","572,997",1.09
District of Columbia,6/1/19,410,5/25/19,"6,299","572,997",1.1
District of Columbia,6/8/19,456,6/1/19,"6,413","572,997",1.12
District of Columbia,6/15/19,473,6/8/19,"6,401","572,997",1.12
District of Columbia,6/22/19,787,6/15/19,"6,405","572,997",1.12
District of Columbia,6/29/19,591,6/22/19,"6,840","572,997",1.19
District of Columbia,7/6/19,501,6/29/19,"6,890","572,997",1.2
District of Columbia,7/13/19,570,7/6/19,"7,186","575,588",1.25
District of Columbia,7/20/19,528,7/13/19,"7,197","575,588",1.25
District of Columbia,7/27/19,491,7/20/19,"7,142","575,588",1.24
District of Columbia,8/3/19,527,7/27/19,"7,283","575,588",1.27
District of Columbia,8/10/19,480,8/3/19,"7,273","575,588",1.26
District of Columbia,8/17/19,461,8/10/19,"7,391","575,588",1.28
District of Columbia,8/24/19,440,8/17/19,"7,236","575,588",1.26
District of Columbia,8/31/19,391,8/24/19,"7,141","575,588",1.24
District of Columbia,9/7/19,381,8/31/19,"6,731","575,588",1.17
District of Columbia,9/14/19,433,9/7/19,"6,725","575,588",1.17
District of Columbia,9/21/19,407,9/14/19,"6,444","575,588",1.12
District of Columbia,9/28/19,397,9/21/19,"6,359","575,588",1.1
District of Columbia,10/5/19,480,9/28/19,"6,323","575,588",1.1
District of Columbia,10/12/19,480,10/5/19,"6,246","576,878",1.08
District of Columbia,10/19/19,434,10/12/19,"6,275","576,878",1.09
District of Columbia,10/26/19,420,10/19/19,"6,264","576,878",1.09
District of Columbia,11/2/19,470,10/26/19,"6,285","576,878",1.09
District of Columbia,11/9/19,570,11/2/19,"6,345","576,878",1.1
District of Columbia,11/16/19,513,11/9/19,"6,423","576,878",1.11
District of Columbia,11/23/19,561,11/16/19,"6,509","576,878",1.13
District of Columbia,11/30/19,387,11/23/19,"6,550","576,878",1.14
District of Columbia,12/7/19,635,11/30/19,"6,883","576,878",1.19
District of Columbia,12/14/19,562,12/7/19,"6,889","576,878",1.19
District of Columbia,12/21/19,598,12/14/19,"6,936","576,878",1.2
District of Columbia,12/28/19,366,12/21/19,"7,026","576,878",1.22
District of Columbia,1/4/20,481,12/28/19,"7,198","576,878",1.25
District of Columbia,1/11/20,706,1/4/20,"7,102","578,035",1.23
District of Columbia,1/18/20,594,1/11/20,"7,271","578,035",1.26
District of Columbia,1/25/20,534,1/18/20,"7,149","578,035",1.24
District of Columbia,2/1/20,539,1/25/20,"7,139","578,035",1.24
District of Columbia,2/8/20,508,2/1/20,"7,156","578,035",1.24
District of Columbia,2/15/20,473,2/8/20,"7,079","578,035",1.22
District of Columbia,2/22/20,422,2/15/20,"7,003","578,035",1.21
District of Columbia,2/29/20,452,2/22/20,"7,020","578,035",1.21
District of Columbia,3/7/20,471,2/29/20,"6,792","578,035",1.18
District of Columbia,3/14/20,"1,213",3/7/20,"6,746","578,035",1.17
District of Columbia,3/21/20,"14,462",3/14/20,"7,378","578,035",1.28
District of Columbia,3/28/20,"15,869",3/21/20,"17,661","578,035",3.06
District of Columbia,4/4/20,"15,329",3/28/20,"31,385","578,035",5.43
District of Columbia,4/11/20,"9,974",4/4/20,"42,224","579,419",7.29
District of Columbia,4/18/20,"8,639",4/11/20,"47,465","579,419",8.19
District of Columbia,4/25/20,"8,708",4/18/20,"52,534","579,419",9.07
District of Columbia,5/2/20,"8,113",4/25/20,"58,634","579,419",10.12
District of Columbia,5/9/20,"5,782",5/2/20,"65,298","579,419",11.27
Florida,1/5/19,"7,343",12/29/18,"37,091","8,401,478",0.44
Florida,1/12/19,"10,113",1/5/19,"39,523","8,445,378",0.47
Florida,1/19/19,"9,152",1/12/19,"38,589","8,445,378",0.46
Florida,1/26/19,"8,226",1/19/19,"39,817","8,445,378",0.47
Florida,2/2/19,"7,510",1/26/19,"37,502","8,445,378",0.44
Florida,2/9/19,"7,049",2/2/19,"38,218","8,445,378",0.45
Florida,2/16/19,"6,185",2/9/19,"36,628","8,445,378",0.43
Florida,2/23/19,"5,685",2/16/19,"38,228","8,445,378",0.45
Florida,3/2/19,"5,675",2/23/19,"36,032","8,445,378",0.43
Florida,3/9/19,"6,204",3/2/19,"35,361","8,445,378",0.42
Florida,3/16/19,"5,801",3/9/19,"34,751","8,445,378",0.41
Florida,3/23/19,"5,353",3/16/19,"34,930","8,445,378",0.41
Florida,3/30/19,"5,304",3/23/19,"34,577","8,445,378",0.41
Florida,4/6/19,"6,402",3/30/19,"33,253","8,445,378",0.39
Florida,4/13/19,"6,345",4/6/19,"33,243","8,511,100",0.39
Florida,4/20/19,"5,911",4/13/19,"33,688","8,511,100",0.4
Florida,4/27/19,"5,900",4/20/19,"34,170","8,511,100",0.4
Florida,5/4/19,"6,262",4/27/19,"33,181","8,511,100",0.39
Florida,5/11/19,"6,402",5/4/19,"33,697","8,511,100",0.4
Florida,5/18/19,"6,354",5/11/19,"33,957","8,511,100",0.4
Florida,5/25/19,"6,104",5/18/19,"33,987","8,511,100",0.4
Florida,6/1/19,"5,971",5/25/19,"34,600","8,511,100",0.41
Florida,6/8/19,"8,581",6/1/19,"34,500","8,511,100",0.41
Florida,6/15/19,"7,509",6/8/19,"35,131","8,511,100",0.41
Florida,6/22/19,"7,025",6/15/19,"38,862","8,511,100",0.46
Florida,6/29/19,"6,845",6/22/19,"38,733","8,511,100",0.46
Florida,7/6/19,"7,150",6/29/19,"37,702","8,511,100",0.44
Florida,7/13/19,"7,710",7/6/19,"40,614","8,563,455",0.47
Florida,7/20/19,"6,919",7/13/19,"41,553","8,563,455",0.49
Florida,7/27/19,"6,491",7/20/19,"42,091","8,563,455",0.49
Florida,8/3/19,"6,437",7/27/19,"42,461","8,563,455",0.5
Florida,8/10/19,"6,509",8/3/19,"42,628","8,563,455",0.5
Florida,8/17/19,"6,009",8/10/19,"41,853","8,563,455",0.49
Florida,8/24/19,"6,305",8/17/19,"43,799","8,563,455",0.51
Florida,8/31/19,"5,646",8/24/19,"41,020","8,563,455",0.48
Florida,9/7/19,"5,013",8/31/19,"40,036","8,563,455",0.47
Florida,9/14/19,"6,543",9/7/19,"40,712","8,563,455",0.48
Florida,9/21/19,"5,972",9/14/19,"39,151","8,563,455",0.46
Florida,9/28/19,"5,388",9/21/19,"39,475","8,563,455",0.46
Florida,10/5/19,"6,072",9/28/19,"37,855","8,563,455",0.44
Florida,10/12/19,"5,982",10/5/19,"36,883","8,608,066",0.43
Florida,10/19/19,"5,451",10/12/19,"36,987","8,608,066",0.43
Florida,10/26/19,"5,402",10/19/19,"36,047","8,608,066",0.42
Florida,11/2/19,"5,484",10/26/19,"35,187","8,608,066",0.41
Florida,11/9/19,"6,028",11/2/19,"35,489","8,608,066",0.41
Florida,11/16/19,"5,252",11/9/19,"34,385","8,608,066",0.4
Florida,11/23/19,"5,662",11/16/19,"36,170","8,608,066",0.42
Florida,11/30/19,"3,817",11/23/19,"31,147","8,608,066",0.36
Florida,12/7/19,"5,681",11/30/19,"38,917","8,608,066",0.45
Florida,12/14/19,"5,375",12/7/19,"33,428","8,608,066",0.39
Florida,12/21/19,"5,337",12/14/19,"36,866","8,608,066",0.43
Florida,12/28/19,"3,807",12/21/19,"31,743","8,608,066",0.37
Florida,1/4/20,"4,618",12/28/19,"36,189","8,608,066",0.42
Florida,1/11/20,"6,862",1/4/20,"35,024","8,604,277",0.41
Florida,1/18/20,"6,088",1/11/20,"34,718","8,604,277",0.4
Florida,1/25/20,"5,206",1/18/20,"33,347","8,604,277",0.39
Florida,2/1/20,"5,457",1/25/20,"35,871","8,604,277",0.42
Florida,2/8/20,"5,605",2/1/20,"33,176","8,604,277",0.39
Florida,2/15/20,"5,229",2/8/20,"34,449","8,604,277",0.4
Florida,2/22/20,"4,861",2/15/20,"33,570","8,604,277",0.39
Florida,2/29/20,"4,853",2/22/20,"33,421","8,604,277",0.39
Florida,3/7/20,"5,325",2/29/20,"32,262","8,604,277",0.37
Florida,3/14/20,"6,463",3/7/20,"32,244","8,604,277",0.37
Florida,3/21/20,"74,313",3/14/20,"33,728","8,604,277",0.39
Florida,3/28/20,"228,484",3/21/20,"35,076","8,604,277",0.41
Florida,4/4/20,"169,885",3/28/20,"98,921","8,604,277",1.15
Florida,4/11/20,"180,419",4/4/20,"339,448","8,590,846",3.95
Florida,4/18/20,"506,670",4/11/20,"177,021","8,590,846",2.06
Florida,4/25/20,"433,103",4/18/20,"540,554","8,590,846",6.29
Florida,5/2/20,"174,860",4/25/20,"444,561","8,590,846",5.17
Florida,5/9/20,"223,082",5/2/20,"1,035,207","8,590,846",12.05
Georgia,1/5/19,"17,800",12/29/18,"38,700","4,271,277",0.91
Georgia,1/12/19,"13,145",1/5/19,"38,060","4,290,407",0.89
Georgia,1/19/19,"7,402",1/12/19,"29,355","4,290,407",0.68
Georgia,1/26/19,"5,529",1/19/19,"28,292","4,290,407",0.66
Georgia,2/2/19,"5,483",1/26/19,"27,875","4,290,407",0.65
Georgia,2/9/19,"5,575",2/2/19,"27,142","4,290,407",0.63
Georgia,2/16/19,"5,711",2/9/19,"26,530","4,290,407",0.62
Georgia,2/23/19,"5,120",2/16/19,"27,208","4,290,407",0.63
Georgia,3/2/19,"5,781",2/23/19,"26,703","4,290,407",0.62
Georgia,3/9/19,"5,166",3/2/19,"25,281","4,290,407",0.59
Georgia,3/16/19,"4,387",3/9/19,"24,682","4,290,407",0.58
Georgia,3/23/19,"4,182",3/16/19,"23,918","4,290,407",0.56
Georgia,3/30/19,"4,171",3/23/19,"23,944","4,290,407",0.56
Georgia,4/6/19,"4,642",3/30/19,"23,020","4,290,407",0.54
Georgia,4/13/19,"5,248",4/6/19,"24,837","4,314,458",0.58
Georgia,4/20/19,"4,655",4/13/19,"23,737","4,314,458",0.55
Georgia,4/27/19,"4,457",4/20/19,"24,013","4,314,458",0.56
Georgia,5/4/19,"4,851",4/27/19,"23,899","4,314,458",0.55
Georgia,5/11/19,"5,072",5/4/19,"23,743","4,314,458",0.55
Georgia,5/18/19,"4,286",5/11/19,"24,030","4,314,458",0.56
Georgia,5/25/19,"4,191",5/18/19,"24,042","4,314,458",0.56
Georgia,6/1/19,"4,474",5/25/19,"24,268","4,314,458",0.56
Georgia,6/8/19,"5,366",6/1/19,"24,860","4,314,458",0.58
Georgia,6/15/19,"4,332",6/8/19,"24,648","4,314,458",0.57
Georgia,6/22/19,"4,412",6/15/19,"25,072","4,314,458",0.58
Georgia,6/29/19,"4,336",6/22/19,"24,973","4,314,458",0.58
Georgia,7/6/19,"5,234",6/29/19,"24,972","4,314,458",0.58
Georgia,7/13/19,"9,065",7/6/19,"30,818","4,332,044",0.71
Georgia,7/20/19,"6,107",7/13/19,"27,148","4,332,044",0.63
Georgia,7/27/19,"4,275",7/20/19,"26,077","4,332,044",0.6
Georgia,8/3/19,"4,402",7/27/19,"25,618","4,332,044",0.59
Georgia,8/10/19,"4,395",8/3/19,"25,319","4,332,044",0.58
Georgia,8/17/19,"3,913",8/10/19,"24,789","4,332,044",0.57
Georgia,8/24/19,"4,450",8/17/19,"25,549","4,332,044",0.59
Georgia,8/31/19,"4,797",8/24/19,"24,822","4,332,044",0.57
Georgia,9/7/19,"3,645",8/31/19,"24,574","4,332,044",0.57
Georgia,9/14/19,"5,208",9/7/19,"25,217","4,332,044",0.58
Georgia,9/21/19,"4,262",9/14/19,"24,252","4,332,044",0.56
Georgia,9/28/19,"4,534",9/21/19,"23,955","4,332,044",0.55
Georgia,10/5/19,"4,843",9/28/19,"24,335","4,332,044",0.56
Georgia,10/12/19,"5,100",10/5/19,"23,752","4,353,840",0.55
Georgia,10/19/19,"4,431",10/12/19,"24,134","4,353,840",0.55
Georgia,10/26/19,"6,255",10/19/19,"25,067","4,353,840",0.58
Georgia,11/2/19,"5,207",10/26/19,"24,694","4,353,840",0.57
